strategy,rho,rep,F,P_inf,silencing_rate
degree,0.1643,6,0.49959,0.37243,0.21867
degree,0.1643,7,0.31801,0.71159,0.13325
degree,0.1643,8,0.40734,0.61368,0.20202
degree,0.1643,9,0.34332,0.61902,0.18811
degree,0.1643,10,0.59852,0.32515,0.23534
degree,0.1643,11,0.36722,0.81338,0.24035
degree,0.1643,12,0.16494,0.4005,0.16561
degree,0.1643,13,0.37727,0.54112,0.18794
degree,0.1643,14,0.43763,0.5029,0.24492
degree,0.1643,15,0.5676,0.62698,0.44771
degree,0.1643,16,0.43503,0.63611,0.1951
degree,0.1643,17,0.52534,0.6874,0.19394
degree,0.1643,18,0.51224,0.63485,0.25051
degree,0.1643,19,0.44314,0.53707,0.27827
degree,0.1643,20,0.38823,0.55718,0.22092
degree,0.1643,21,0.29851,0.76088,0.10036
degree,0.1643,22,0.45569,0.55854,0.1461
degree,0.1643,23,0.35401,0.57202,0.14605
degree,0.1643,24,0.53846,0.63843,0.3046
degree,0.173,0,0.23722,0.62116,0.09616
degree,0.173,1,0.42715,0.58277,0.23936
degree,0.173,2,0.17018,0.71346,0.08954
degree,0.173,3,0.4242,0.46029,0.25968
degree,0.173,4,0.49655,0.41458,0.35914
degree,0.173,5,0.25631,0.643,0.1054
degree,0.173,6,0.40091,0.55397,0.10406
degree,0.173,7,0.27962,0.52677,0.10454
degree,0.173,8,0.39678,0.68426,0.18276
degree,0.173,9,0.32709,0.63395,0.11319
degree,0.173,10,0.62391,0.88151,0.20587
degree,0.173,11,0.45703,0.81757,0.17056
degree,0.173,12,0.29783,0.5173,0.11514
degree,0.173,13,0.3032,0.64995,0.17475
degree,0.173,14,0.05012,0.60885,0.0
degree,0.173,15,0.39838,0.64281,0.25616
degree,0.173,16,0.42788,0.79441,0.16927
degree,0.173,17,0.26626,0.60651,0.18227
degree,0.173,18,0.49757,0.66528,0.25136
degree,0.173,19,0.10639,0.35476,0.03269
degree,0.173,20,0.51392,0.54247,0.29647
degree,0.173,21,0.157,0.68661,0.07842
degree,0.173,22,0.5845,0.41529,0.385
degree,0.173,23,0.44183,0.58416,0.14162
degree,0.173,24,0.49899,0.6035,0.27512
degree,0.1868,0,0.39768,0.47236,0.22711
degree,0.1868,1,0.33902,0.7511,0.13262
degree,0.1868,2,0.58472,0.40783,0.22449
degree,0.1868,3,0.70041,0.57222,0.37062
degree,0.1868,4,0.74415,0.65245,0.37435
degree,0.1868,5,0.32103,0.54825,0.17567
degree,0.1868,6,0.34894,0.70181,0.15661
degree,0.1868,7,0.0,0.41302,0.0
degree,0.1868,8,0.47621,0.50707,0.17559
degree,0.1868,9,0.38369,0.60679,0.2031
degree,0.1868,10,0.33884,0.59213,0.12628
degree,0.1868,11,0.63895,0.3806,0.3679
degree,0.1868,12,0.58266,0.44252,0.31752
degree,0.1868,13,0.43438,0.55055,0.24664
degree,0.1868,14,0.38105,0.62162,0.19187
degree,0.1868,15,0.59204,0.43451,0.3201
degree,0.1868,16,0.39582,0.43044,0.10059
degree,0.1868,17,0.56336,0.49054,0.30434
degree,0.1868,18,0.44105,0.40236,0.21891
degree,0.1868,19,0.40155,0.66901,0.26829
degree,0.1868,20,0.75421,0.41662,0.33088
degree,0.1868,21,0.61469,0.45106,0.33551
degree,0.1868,22,0.56923,0.45743,0.24222
degree,0.1868,23,0.47496,0.43801,0.26551
degree,0.1868,24,0.4116,0.52972,0.15581
degree,0.1923,0,0.41009,0.58702,0.22256
degree,0.1923,1,0.57798,0.77434,0.34673
degree,0.1923,2,0.40858,0.72726,0.263
degree,0.1923,3,0.38149,0.73323,0.08856
degree,0.1923,4,0.50948,0.62108,0.03941
degree,0.1923,5,0.0,0.60349,0.0
degree,0.1923,6,0.57441,0.60643,0.28755
degree,0.1923,7,0.66734,0.42775,0.32733
degree,0.1923,8,0.24912,0.5233,0.09783
degree,0.1923,9,0.3781,0.58713,0.22523
degree,0.1923,10,0.28496,0.60461,0.22051
degree,0.1923,11,0.55712,0.52369,0.32071
degree,0.1923,12,0.59598,0.41839,0.22301
degree,0.1923,13,0.51082,0.66879,0.35388
degree,0.1923,14,0.47482,0.5499,0.09084
degree,0.1923,15,0.53084,0.40158,0.31661
degree,0.1923,16,0.42365,0.56306,0.32337
degree,0.1923,17,0.47723,0.69949,0.24399
degree,0.1923,18,0.52979,0.45623,0.21994
degree,0.1923,19,0.62674,0.30557,0.24687
degree,0.1923,20,0.4003,0.43019,0.11729
degree,0.1923,21,0.53013,0.38382,0.19205
degree,0.1923,22,0.552,0.62611,0.34696
degree,0.1923,23,0.29328,0.39974,0.06643
degree,0.1923,24,0.57934,0.63477,0.29182
degree,0.2138,0,0.55176,0.49406,0.26963
degree,0.2138,1,0.51655,0.32392,0.35364
degree,0.2138,2,0.54052,0.58373,0.12014
degree,0.2138,3,0.4354,0.43021,0.22012
degree,0.2138,4,0.47321,0.53635,0.28409
degree,0.2138,5,0.78221,0.66662,0.22383
degree,0.2138,6,0.61192,0.53094,0.38604
degree,0.2138,7,0.45619,0.43964,0.32145
degree,0.2138,8,0.66284,0.38101,0.18712
degree,0.2138,9,0.54578,0.4057,0.21392
degree,0.2138,10,0.67108,0.30048,0.38909
degree,0.2138,11,0.33649,0.55856,0.1372
degree,0.2138,12,0.43081,0.49946,0.10996
degree,0.2138,13,0.65721,0.46784,0.30705
degree,0.2138,14,0.41306,0.34472,0.22418
degree,0.2138,15,0.48757,0.58699,0.29544
degree,0.2138,16,0.47636,0.31905,0.23455
degree,0.2138,17,0.65107,0.60693,0.32016
degree,0.2138,18,0.45702,0.40599,0.14221
degree,0.2138,19,0.50648,0.58202,0.23221
degree,0.2138,20,0.47717,0.52389,0.24559
degree,0.2138,21,0.62072,0.49135,0.2374
degree,0.2138,22,0.66039,0.55461,0.39062
degree,0.2138,23,0.2947,0.41791,0.14277
degree,0.2138,24,0.47542,0.45472,0.31653
degree,0.219,0,0.56048,0.30683,0.32275
degree,0.219,1,0.71038,0.52985,0.47063
degree,0.219,2,0.38396,0.36867,0.20014
degree,0.219,3,0.55125,0.41629,0.30326
degree,0.219,4,0.36361,0.3793,0.0875
degree,0.219,5,0.49746,0.35962,0.13875
degree,0.219,6,0.60793,0.39547,0.33234
degree,0.219,7,0.54427,0.46788,0.29854
degree,0.219,8,0.28455,0.65975,0.16855
degree,0.219,9,0.78451,0.41084,0.49164
degree,0.219,10,0.65654,0.33321,0.32565
degree,0.219,11,0.57639,0.39716,0.28675
degree,0.219,12,0.43716,0.41214,0.28034
degree,0.219,13,0.67154,0.34342,0.21521
degree,0.219,14,0.61181,0.41989,0.33905
degree,0.219,15,0.5515,0.57447,0.17879
degree,0.219,16,0.47257,0.35178,0.26709
degree,0.219,17,0.68781,0.27832,0.36768
degree,0.219,18,0.55894,0.43238,0.28144
degree,0.219,19,0.58715,0.41501,0.18909
degree,0.219,20,0.61402,0.33092,0.32409
degree,0.219,21,0.80981,0.50264,0.31545
degree,0.219,22,0.49971,0.40498,0.19209
degree,0.219,23,0.51042,0.46437,0.24723
degree,0.219,24,0.58051,0.41094,0.2362
degree,0.2226,0,0.3451,0.35688,0.15603
degree,0.2226,1,0.58933,0.2902,0.2468
degree,0.2226,2,0.74169,0.38616,0.49685
degree,0.2226,3,0.7178,0.45331,0.18229
degree,0.2226,4,0.51695,0.33057,0.22804
degree,0.2226,5,0.72244,0.56862,0.25671
degree,0.2226,6,0.63419,0.50004,0.27352
degree,0.2226,7,0.59683,0.28939,0.29535
degree,0.2226,8,0.65983,0.24515,0.2554
degree,0.2226,9,0.55985,0.40353,0.33302
degree,0.2226,10,0.62524,0.36863,0.28795
degree,0.2226,11,0.47991,0.34721,0.25449
degree,0.2226,12,0.58107,0.44398,0.44666
degree,0.2226,13,0.6016,0.35426,0.21609
degree,0.2226,14,0.65489,0.4293,0.33051
degree,0.2226,15,0.4985,0.29876,0.19035
degree,0.2226,16,0.68239,0.32251,0.29616
degree,0.2226,17,0.55173,0.36179,0.19867
degree,0.2226,18,0.66453,0.43384,0.31728
degree,0.2226,19,0.54738,0.42908,0.44392
degree,0.2226,20,0.44286,0.51716,0.34397
degree,0.2226,21,0.54978,0.40859,0.19604
degree,0.2226,22,0.58665,0.3944,0.29678
degree,0.2226,23,0.7888,0.46015,0.50056
degree,0.2226,24,0.50422,0.49364,0.24339
degree,0.2387,0,0.56632,0.36881,0.32165
degree,0.2387,1,0.69141,0.42862,0.40374
degree,0.2387,2,0.57906,0.27096,0.09415
degree,0.2387,3,0.71759,0.38621,0.4217
degree,0.2387,4,0.76888,0.2096,0.38316
degree,0.2387,5,0.91484,0.22325,0.35312
degree,0.2387,6,0.54188,0.4498,0.21492
degree,0.2387,7,0.76529,0.4588,0.38778
degree,0.2387,8,0.5703,0.37419,0.22131
degree,0.2387,9,0.49852,0.34643,0.27918
degree,0.2387,10,0.69788,0.30041,0.35349
degree,0.2387,11,0.65326,0.2746,0.41437
degree,0.2387,12,0.62561,0.19318,0.30441
degree,0.2387,13,0.52758,0.36866,0.24255
degree,0.2387,14,0.66306,0.29688,0.26095
degree,0.2387,15,0.72957,0.34598,0.2135
degree,0.2387,16,0.62759,0.4085,0.34752
degree,0.2387,17,0.67825,0.45246,0.15497
degree,0.2387,18,0.6622,0.38064,0.28121
degree,0.2387,19,0.77612,0.29084,0.33783
degree,0.2387,20,0.55279,0.39531,0.21727
degree,0.2387,21,0.52857,0.33882,0.26689
degree,0.2387,22,0.42325,0.33153,0.27286
degree,0.2387,23,0.44199,0.3305,0.10586
degree,0.2387,24,0.74993,0.31941,0.38963
degree,0.2504,0,0.66165,0.43198,0.30895
degree,0.2504,1,0.62202,0.231,0.2096
degree,0.2504,2,0.71391,0.32277,0.27645
degree,0.2504,3,0.56334,0.2964,0.29509
degree,0.2504,4,0.32927,0.35898,0.19637
degree,0.2504,5,0.56322,0.25172,0.19624
degree,0.2504,6,0.56847,0.50404,0.23955
degree,0.2504,7,0.66296,0.38549,0.21427
degree,0.2504,8,0.66231,0.43882,0.26128
degree,0.2504,9,0.70021,0.46092,0.3919
degree,0.2504,10,0.73749,0.16224,0.43136
degree,0.2504,11,0.5888,0.37064,0.19711
degree,0.2504,12,0.6221,0.42502,0.35129
degree,0.2504,13,0.6327,0.40214,0.43833
degree,0.2504,14,0.72021,0.39836,0.31792
degree,0.2504,15,0.78247,0.26875,0.51451
degree,0.2504,16,0.47845,0.42336,0.15122
degree,0.2504,17,0.55962,0.2422,0.23164
degree,0.2504,18,0.62669,0.2941,0.22025
degree,0.2504,19,0.68715,0.56035,0.28837
degree,0.2504,20,0.78998,0.47908,0.4578
degree,0.2504,21,0.50742,0.37601,0.19723
degree,0.2504,22,0.76996,0.38207,0.19613
degree,0.2504,23,0.55817,0.29228,0.21801
degree,0.2504,24,0.79335,0.54607,0.20214
degree,0.2561,0,0.7003,0.42089,0.2507
degree,0.2561,1,0.67078,0.24258,0.22012
degree,0.2561,2,0.83988,0.24769,0.32245
degree,0.2561,3,0.48409,0.47615,0.13369
degree,0.2561,4,0.6865,0.36622,0.41811
degree,0.2561,5,0.66255,0.36383,0.34321
degree,0.2561,6,0.7278,0.40033,0.37035
degree,0.2561,7,0.64257,0.46179,0.41324
degree,0.2561,8,0.75126,0.34095,0.26234
degree,0.2561,9,0.54175,0.26499,0.18488
degree,0.2561,10,0.67923,0.38636,0.30366
degree,0.2561,11,0.66084,0.34869,0.258
degree,0.2561,12,0.54143,0.34673,0.25232
degree,0.2561,13,0.58776,0.3231,0.39906
degree,0.2561,14,0.55876,0.38418,0.29608
degree,0.2561,15,0.57758,0.40619,0.23567
degree,0.2561,16,0.63663,0.41283,0.20869
degree,0.2561,17,0.81291,0.21981,0.5172
degree,0.2561,18,0.8427,0.30307,0.40396
degree,0.2561,19,0.63653,0.37311,0.36662
degree,0.2561,20,0.47984,0.32239,0.2709
degree,0.2561,21,0.60063,0.31667,0.28751
degree,0.2561,22,0.68447,0.28096,0.46094
degree,0.2561,23,0.55655,0.41074,0.31857
degree,0.2561,24,0.66,0.28029,0.34996
degree,0.2686,0,0.76563,0.43645,0.43238
degree,0.2686,1,0.81341,0.43719,0.22637
degree,0.2686,2,0.60251,0.3437,0.27238
degree,0.2686,3,0.66585,0.36507,0.40142
degree,0.2686,4,0.68212,0.33651,0.23431
degree,0.2686,5,0.686,0.27084,0.25483
degree,0.2686,6,0.78383,0.37025,0.27929
degree,0.2686,7,0.7318,0.23701,0.48036
degree,0.2686,8,0.79255,0.23625,0.31584
degree,0.2686,9,0.77616,0.36767,0.36204
degree,0.2686,10,0.75371,0.35839,0.51362
degree,0.2686,11,0.67945,0.1706,0.37714
degree,0.2686,12,0.65816,0.33328,0.44286
degree,0.2686,13,0.49928,0.34207,0.17507
degree,0.2686,14,0.69381,0.26465,0.31893
degree,0.2686,15,0.63705,0.2795,0.18409
degree,0.2686,16,0.70434,0.2192,0.42288
degree,0.2686,17,0.56789,0.29994,0.24198
degree,0.2686,18,0.74736,0.32458,0.46335
degree,0.2686,19,0.61123,0.25906,0.16186
degree,0.2686,20,0.63132,0.30028,0.34953
degree,0.2686,21,0.53342,0.30682,0.38154
degree,0.2686,22,0.70532,0.19347,0.23317
degree,0.2686,23,0.77091,0.26606,0.30969
degree,0.2686,24,0.64261,0.36696,0.30753
degree,0.3023,0,0.76852,0.32198,0.43126
degree,0.3023,1,0.62158,0.22332,0.42628
degree,0.3023,2,0.65825,0.22692,0.38814
degree,0.3023,3,0.86109,0.18034,0.37424
degree,0.3023,4,0.61362,0.35494,0.17837
degree,0.3023,5,0.84913,0.22291,0.46358
degree,0.3023,6,0.70661,0.36695,0.21862
degree,0.3023,7,0.74896,0.31997,0.49407
degree,0.3023,8,0.87492,0.23385,0.58515
degree,0.3023,9,0.83515,0.19566,0.38322
degree,0.3023,10,0.78989,0.30596,0.44167
degree,0.3023,11,0.77092,0.14751,0.3956
degree,0.3023,12,0.69698,0.30977,0.42436
degree,0.3023,13,0.60964,0.20147,0.25298
degree,0.3023,14,0.81472,0.20203,0.27274
degree,0.3023,15,0.66554,0.28643,0.23
degree,0.3023,16,0.78581,0.16809,0.38898
degree,0.3023,17,0.69686,0.12713,0.35637
degree,0.3023,18,0.84742,0.31071,0.32886
degree,0.3023,19,0.65516,0.28437,0.2653
degree,0.3023,20,0.72165,0.23083,0.41672
degree,0.3023,21,0.71388,0.24524,0.43662
degree,0.3023,22,0.74341,0.32206,0.2839
degree,0.3023,23,0.78307,0.18652,0.32631
degree,0.3023,24,0.80076,0.2664,0.18432
degree,0.3185,0,0.81799,0.19744,0.34051
degree,0.3185,1,0.67911,0.32537,0.22834
degree,0.3185,2,0.80092,0.18825,0.30312
degree,0.3185,3,0.88134,0.23103,0.61322
degree,0.3185,4,0.73324,0.21114,0.26925
degree,0.3185,5,0.81284,0.19395,0.49626
degree,0.3185,6,0.77777,0.2847,0.39821
degree,0.3185,7,0.80809,0.18345,0.24689
degree,0.3185,8,0.9059,0.24861,0.65597
degree,0.3185,9,0.91173,0.17552,0.36964
degree,0.3185,10,0.80486,0.16359,0.41783
degree,0.3185,11,0.81712,0.29248,0.407
degree,0.3185,12,0.70786,0.25857,0.36774
degree,0.3185,13,0.80485,0.11886,0.60141
degree,0.3185,14,0.93676,0.23266,0.58582
degree,0.3185,15,0.83519,0.18814,0.44941
degree,0.3185,16,0.78589,0.14558,0.48258
degree,0.3185,17,0.77321,0.28808,0.48026
degree,0.3185,18,0.88402,0.20663,0.41419
degree,0.3185,19,0.74597,0.2563,0.31492
degree,0.3185,20,0.99633,0.19383,0.28059
degree,0.3185,21,0.7037,0.16866,0.46476
degree,0.3185,22,0.89568,0.19078,0.33862
degree,0.3185,23,0.83855,0.21127,0.43202
degree,0.3185,24,0.79355,0.17267,0.22844
degree,0.3198,0,0.79423,0.21681,0.44386
degree,0.3198,1,0.85914,0.2215,0.45906
degree,0.3198,2,0.82003,0.26997,0.43854
degree,0.3198,3,0.80093,0.22788,0.36332
degree,0.3198,4,0.78869,0.21176,0.39359
degree,0.3198,5,0.75941,0.28619,0.3019
degree,0.3198,6,0.86541,0.15016,0.48898
degree,0.3198,7,0.80859,0.27013,0.39373
degree,0.3198,8,0.66659,0.30564,0.35866
degree,0.3198,9,0.68901,0.30663,0.39641
degree,0.3198,10,0.81273,0.14658,0.5188
degree,0.3198,11,0.84175,0.08965,0.36123
degree,0.3198,12,0.76467,0.31079,0.38935
degree,0.3198,13,0.72357,0.24321,0.35436
degree,0.3198,14,0.74245,0.21715,0.34041
degree,0.3198,15,0.81744,0.21938,0.35984
degree,0.3198,16,0.73818,0.2693,0.3411
degree,0.3198,17,0.59731,0.29089,0.23939
degree,0.3198,18,0.9041,0.19259,0.34344
degree,0.3198,19,0.78885,0.17328,0.29951
degree,0.3198,20,0.76412,0.19525,0.39688
degree,0.3198,21,0.74566,0.2933,0.30561
degree,0.3198,22,0.86035,0.12636,0.35753
degree,0.3198,23,0.76588,0.07285,0.39563
degree,0.3198,24,0.77776,0.27535,0.34661
degree,0.3311,0,0.80947,0.15907,0.55678
degree,0.3311,1,0.95275,0.20374,0.42476
degree,0.3311,2,0.71548,0.33398,0.45023
degree,0.3311,3,0.83072,0.24108,0.26307
degree,0.3311,4,0.71469,0.22444,0.28039
degree,0.3311,5,0.87707,0.20266,0.43674
degree,0.3311,6,0.81063,0.16243,0.54254
degree,0.3311,7,0.83039,0.18055,0.23477
degree,0.3311,8,0.84812,0.16651,0.49193
degree,0.3311,9,0.74956,0.15505,0.33408
degree,0.3311,10,0.85929,0.16459,0.3664
degree,0.3311,11,0.76781,0.25371,0.34402
degree,0.3311,12,0.82502,0.27726,0.50428
degree,0.3311,13,0.80688,0.25262,0.23545
degree,0.3311,14,0.85577,0.15928,0.41539
degree,0.3311,15,0.82025,0.1957,0.21738
degree,0.3311,16,0.70394,0.12281,0.15395
degree,0.3311,17,0.82107,0.20232,0.53037
degree,0.3311,18,0.91996,0.15466,0.37489
degree,0.3311,19,0.83773,0.1918,0.27616
degree,0.3311,20,0.85697,0.19469,0.57127
degree,0.3311,21,0.77211,0.2384,0.48109
degree,0.3311,22,0.85566,0.18019,0.42945
degree,0.3311,23,0.69261,0.27491,0.20784
degree,0.3311,24,0.84858,0.25027,0.48073
degree,0.3556,0,0.83202,0.14042,0.42861
degree,0.3556,1,0.89065,0.15497,0.30869
degree,0.3556,2,0.8367,0.22444,0.30232
degree,0.3556,3,0.74799,0.22285,0.42551
degree,0.3556,4,0.6969,0.17511,0.36377
degree,0.3556,5,0.76632,0.19381,0.2904
degree,0.3556,6,0.76159,0.30115,0.45689
degree,0.3556,7,0.77706,0.19733,0.43301
degree,0.3556,8,0.7182,0.16576,0.32108
degree,0.3556,9,0.75507,0.12778,0.29591
degree,0.3556,10,0.73094,0.26861,0.24197
degree,0.3556,11,0.77584,0.13038,0.36971
degree,0.3556,12,0.76181,0.1365,0.43277
degree,0.3556,13,0.81266,0.21581,0.19182
degree,0.3556,14,0.78975,0.17267,0.45441
degree,0.3556,15,0.71383,0.14862,0.33302
degree,0.3556,16,0.83135,0.10985,0.33886
degree,0.3556,17,0.83452,0.18833,0.47015
degree,0.3556,18,0.80893,0.16542,0.56904
degree,0.3556,19,0.84426,0.22032,0.386
degree,0.3556,20,0.92333,0.13768,0.56754
degree,0.3556,21,0.71573,0.1855,0.36866
degree,0.3556,22,0.89219,0.11744,0.41277
degree,0.3556,23,0.85899,0.12265,0.52806
degree,0.3556,24,0.90189,0.26483,0.59392
degree,0.4473,0,0.7562,0.19729,0.41641
degree,0.4473,1,0.92609,0.02074,0.397
degree,0.4473,2,0.88918,0.16924,0.55043
degree,0.4473,3,0.80424,0.2124,0.41171
degree,0.4473,4,0.76602,0.16409,0.26358
degree,0.4473,5,0.84495,0.22301,0.48108
degree,0.4473,6,0.90613,0.14064,0.4019
degree,0.4473,7,0.84584,0.06169,0.2956
degree,0.4473,8,0.87802,0.02802,0.30879
degree,0.4473,9,1.0,0.23563,0.38108
degree,0.4473,10,0.81607,0.1082,0.4178
degree,0.4473,11,0.85639,0.06262,0.50472
degree,0.4473,12,0.8322,0.17932,0.50397
degree,0.4473,13,1.0,0.08265,0.37598
degree,0.4473,14,0.83361,0.15066,0.53733
degree,0.4473,15,0.77339,0.0751,0.45306
degree,0.4473,16,0.81822,0.16415,0.4432
degree,0.4473,17,1.0,0.14039,0.52533
degree,0.4473,18,0.76184,0.14267,0.43342
degree,0.4473,19,0.72642,0.11883,0.32237
degree,0.4473,20,0.78946,0.21152,0.37792
degree,0.4473,21,0.91659,0.06585,0.45762
degree,0.4473,22,0.84677,0.11508,0.4275
degree,0.4473,23,0.86014,0.12044,0.26188
degree,0.4473,24,0.88348,0.12157,0.37178
degree,0.4559,0,0.88882,0.10543,0.31915
degree,0.4559,1,0.87931,0.12605,0.53119
degree,0.4559,2,0.9259,0.0698,0.50028
degree,0.4559,3,0.82006,0.21203,0.40702
degree,0.4559,4,0.91563,0.20743,0.46611
degree,0.4559,5,0.80183,0.18121,0.47296
degree,0.4559,6,0.90696,0.16059,0.54236
degree,0.4559,7,0.87324,0.13942,0.40318
degree,0.4559,8,0.82601,0.11473,0.3698
degree,0.4559,9,0.95856,0.17566,0.36115
degree,0.4559,10,0.87759,0.12644,0.42134
degree,0.4559,11,0.8244,0.12224,0.32545
degree,0.4559,12,0.85128,0.1534,0.3952
degree,0.4559,13,0.83143,0.05238,0.51756
degree,0.4559,14,0.95787,0.15138,0.58756
degree,0.4559,15,0.92329,0.18883,0.46051
degree,0.4559,16,0.72798,0.10476,0.45303
degree,0.4559,17,0.88093,0.1583,0.26852
degree,0.4559,18,0.90617,0.14947,0.48165
degree,0.4559,19,0.92957,0.11221,0.31852
degree,0.4559,20,0.8571,0.0,0.52991
degree,0.4559,21,0.78172,0.1938,0.34169
degree,0.4559,22,0.87697,0.07284,0.3441
degree,0.4559,23,0.92263,0.16392,0.46925
degree,0.4559,24,0.8521,0.19605,0.37684
degree,0.4664,0,0.8649,0.16775,0.57936
degree,0.4664,1,0.84636,0.15325,0.29009
degree,0.4664,2,0.69246,0.1812,0.22538
degree,0.4664,3,0.93163,0.1261,0.55125
degree,0.4664,4,0.84972,0.10155,0.38654
degree,0.4664,5,0.81586,0.15747,0.36717
degree,0.4664,6,0.8503,0.22418,0.49598
degree,0.4664,7,0.77081,0.18365,0.23849
degree,0.4664,8,0.80901,0.18433,0.36653
degree,0.4664,9,0.80332,0.08972,0.37408
degree,0.4664,10,0.91909,0.12294,0.58468
degree,0.4664,11,0.83698,0.12477,0.28061
degree,0.4664,12,0.86,0.15944,0.33203
degree,0.4664,13,0.94951,0.03238,0.59581
degree,0.4664,14,0.91274,0.11901,0.24007
degree,0.4664,15,0.89771,0.08905,0.55184
degree,0.4664,16,0.96721,0.09448,0.49024
degree,0.4664,17,0.89268,0.1559,0.45739
degree,0.4664,18,0.82183,0.1006,0.40116
degree,0.4664,19,0.75707,0.17439,0.39691
degree,0.4664,20,0.84076,0.16222,0.39158
degree,0.4664,21,1.0,0.13466,0.34885
degree,0.4664,22,0.89293,0.09452,0.36172
degree,0.4664,23,0.85325,0.08823,0.56283
degree,0.4664,24,0.87179,0.15159,0.43153
degree,0.5145,0,0.87778,0.16028,0.50097
degree,0.5145,1,0.80671,0.07893,0.46017
degree,0.5145,2,0.84373,0.0854,0.46756
degree,0.5145,3,0.91857,0.13008,0.37301
degree,0.5145,4,0.90847,0.21393,0.48842
degree,0.5145,5,0.90948,0.05416,0.50592
degree,0.5145,6,0.87357,0.15517,0.32461
degree,0.5145,7,0.85953,0.01797,0.54866
degree,0.5145,8,0.88437,0.23605,0.42232
degree,0.5145,9,0.867,0.10497,0.31252
degree,0.5145,10,0.90544,0.11115,0.37837
degree,0.5145,11,0.92533,0.13075,0.45249
degree,0.5145,12,0.81623,0.08482,0.35598
degree,0.5145,13,0.81347,0.15853,0.34877
degree,0.5145,14,0.88049,0.1524,0.41545
degree,0.5145,15,0.96123,0.18803,0.40926
degree,0.5145,16,0.89084,0.16642,0.23121
degree,0.5145,17,0.88127,0.10943,0.62955
degree,0.5145,18,0.85041,0.18278,0.54355
degree,0.5145,19,0.85557,0.09518,0.49471
degree,0.5145,20,0.7587,0.04622,0.44994
degree,0.5145,21,0.80419,0.11708,0.37918
degree,0.5145,22,0.82958,0.08782,0.53711
degree,0.5145,23,0.87651,0.08006,0.55321
degree,0.5145,24,0.94145,0.16181,0.56488
degree,0.5234,0,0.83895,0.1412,0.37086
degree,0.5234,1,0.90193,0.13573,0.44975
degree,0.5234,2,0.98385,0.1088,0.45339
degree,0.5234,3,0.86347,0.1546,0.51034
degree,0.5234,4,0.90418,0.15757,0.55609
degree,0.5234,5,0.75515,0.08954,0.41612
degree,0.5234,6,0.8331,0.19854,0.34288
degree,0.5234,7,0.80087,0.11369,0.45004
degree,0.5234,8,0.81068,0.13539,0.43605
degree,0.5234,9,0.84751,0.04349,0.36981
degree,0.5234,10,0.80399,0.0957,0.3043
degree,0.5234,11,0.94622,0.13604,0.58534
degree,0.5234,12,0.83687,0.20492,0.26846
degree,0.5234,13,0.8204,0.13843,0.44106
degree,0.5234,14,0.81395,0.07752,0.32356
degree,0.5234,15,0.8422,0.0442,0.32524
degree,0.5234,16,0.92667,0.18786,0.29411
degree,0.5234,17,0.79003,0.22177,0.4435
degree,0.5234,18,0.78661,0.10403,0.40409
degree,0.5234,19,0.83321,0.1119,0.19995
degree,0.5234,20,0.8675,0.11572,0.62262
degree,0.5234,21,1.0,0.12007,0.57363
degree,0.5234,22,0.82747,0.11495,0.37639
degree,0.5234,23,0.89579,0.17745,0.48596
degree,0.5234,24,0.81073,0.06629,0.28922
degree,0.5376,0,0.87529,0.13372,0.34846
degree,0.5376,1,0.83156,0.11095,0.29885
degree,0.5376,2,0.88353,0.10716,0.35077
degree,0.5376,3,0.90637,0.21963,0.61731
degree,0.5376,4,0.88001,0.14714,0.54517
degree,0.5376,5,0.8801,0.19085,0.22357
degree,0.5376,6,0.83587,0.14355,0.33267
degree,0.5376,7,0.80927,0.14654,0.38431
degree,0.5376,8,0.9637,0.09507,0.29297
degree,0.5376,9,0.98809,0.18683,0.43218
degree,0.5376,10,0.88486,0.14497,0.29074
degree,0.5376,11,0.95138,0.03214,0.47499
degree,0.5376,12,0.93146,0.16643,0.34766
degree,0.5376,13,0.67333,0.11533,0.16183
degree,0.5376,14,0.93217,0.17264,0.43722
degree,0.5376,15,0.8015,0.15048,0.30182
degree,0.5376,16,0.92747,0.13953,0.28069
degree,0.5376,17,0.92074,0.08626,0.61382
degree,0.5376,18,0.90749,0.12328,0.42453
degree,0.5376,19,0.80774,0.08785,0.53045
degree,0.5376,20,0.85086,0.15627,0.51572
degree,0.5376,21,0.84584,0.18103,0.50635
degree,0.5376,22,0.87058,0.02232,0.43285
degree,0.5376,23,0.88821,0.1185,0.19459
degree,0.5376,24,0.96691,0.06783,0.45372
degree,0.5539,0,0.82861,0.1758,0.39736
degree,0.5539,1,0.92512,0.11446,0.50613
degree,0.5539,2,0.77669,0.18282,0.36151
degree,0.5539,3,0.96318,0.14015,0.36044
degree,0.5539,4,0.84695,0.14704,0.44448
degree,0.5539,5,0.8592,0.10342,0.56052
degree,0.5539,6,0.8442,0.13758,0.33267
degree,0.5539,7,0.90438,0.08249,0.38738
degree,0.5539,8,0.8182,0.10466,0.31111
degree,0.5539,9,0.78865,0.17512,0.27296
degree,0.5539,10,0.94014,0.159,0.36402
degree,0.5539,11,0.81948,0.13969,0.3736
degree,0.5539,12,0.89721,0.04243,0.4154
degree,0.5539,13,0.80114,0.1243,0.323
degree,0.5539,14,0.85681,0.05676,0.44742
degree,0.5539,15,0.91683,0.17282,0.27757
degree,0.5539,16,0.81005,0.12985,0.45116
degree,0.5539,17,0.83586,0.14784,0.50601
